390,0.000414616
395,0.00105965
400,0.00245219
405,0.00497172
410,0.00907986
415,0.0142938
420,0.0202737
425,0.0261211
430,0.0331904
435,0.0415794
440,0.0503366
445,0.0574339
450,0.0647235
455,0.0723834
460,0.0851482
465,0.106014
470,0.129896
475,0.153507
480,0.178805
485,0.206483
490,0.237916
495,0.285068
500,0.348354
505,0.42776
510,0.520497
515,0.620626
520,0.718089
525,0.794645
530,0.85758
535,0.907135
540,0.954468
545,0.981411
550,0.989023
555,0.999461
560,0.996774
565,0.990255
570,0.973261
575,0.942457
580,0.896361
585,0.85872
590,0.811587
595,0.754479
600,0.691855
605,0.627007
610,0.558375
615,0.489595
620,0.42299
625,0.360924
630,0.298086
635,0.24169
640,0.194312
645,0.15474
650,0.119312
655,0.0897959
660,0.0667104
665,0.048997
670,0.0355998
675,0.0255422
680,0.0180794
685,0.0126157
690,0.00866128
695,0.00602768
700,0.00419594
705,0.00291086
710,0.00199556
715,0.00136702
720,0.000944727
725,0.000653705
730,0.000455597
735,0.000317974
740,0.000221745
745,0.000156557
750,0.000110393
755,7.82744E-05
760,5.57886E-05
765,3.98188E-05
770,2.86018E-05
775,2.05126E-05
780,1.48724E-05
785,1.08E-05
790,7.86392E-06
795,5.73694E-06
800,4.2116E-06
805,3.10656E-06
810,2.28679E-06
815,1.69315E-06
820,1.26256E-06
825,9.42251E-07
830,7.05386E-07
